id,question,theme
6826,How many of the South Africans surveyed in 1996 said they speak at least a little Afrikaans?,Dutch_language
6827,About how many South Africans speak Afrikaans as their primary language?,Dutch_language
6828,Approximately how many people in the world speak Dutch as a second language?,Dutch_language
6829,What sound does Dutch still use from Proto-Germanic that was phased out in other Germanic languages?,Dutch_language
6830,How are obstruents pronounced at the end of Dutch words?,Dutch_language
6831,"How would you say ""good"" in Dutch?",Dutch_language
6832,What language other than Dutch also employs final-obstruent devoicing?,Dutch_language
6833,Does the development of /ft/ to /xt/ occur more in Low German or Dutch?,Dutch_language
6834,What number word is spelled the same in English and Low German?,Dutch_language
6835,"What's the German word for ""seven""?",Dutch_language
6836,What quality of Dutch vowels isn't usually recognized as distinctive?,Dutch_language
6837,Is it true or false that older Dutch words combine changes in vowel length and vowel quality?,Dutch_language
6838,"What does the Dutch word ""kroes"" mean in English?",Dutch_language
6839,"What letter represents the sound native English speakers often use for Dutch names with ""ij"" or ""ei"" in them?",Dutch_language
6840,How many unique phenomes are usually attributed to Dutch?,Dutch_language
6841,"What's the term we use for the type of sound made for two vowels in words like the Dutch ""goud"" or ""zout""?",Dutch_language
6842,What pronunciation did the older Dutch ol/ul/al + dental evolve into?,Dutch_language
6843,The lowering of diphthongs is intriguing partly because it's associated with what single gender?,Dutch_language
6844,"What researcher posited that the lowering of diphthongs is ""natural""?",Dutch_language
6845,"Which language, in addition to German, did Stroop use to compare Dutch with when stating that the diphthongs ""should"" have lowered?",Dutch_language
6846,What word did Stroop use to describe the static stage of diphthong pronunciation?,Dutch_language
6847,What classes in the 16th century sneered at the pronunciation of Dutch by rural people?,Dutch_language
6848,What distinct kind of British English does Stroop say has a similar function to Polder Dutch?,Dutch_language
6849,What phenomenon of Dutch pronunciation was brought about by the attitudes of the elite in the 16th century?,Dutch_language
6850,What gender does the majority of non-Belgian Dutch speakers use instead of the masculine and feminine?,Dutch_language
6851,"In its simplified inflectional grammar, what language is Dutch similar to?",Dutch_language
6852,Over what span of time have the rules for written Dutch become less complicated?,Dutch_language
6853,What part of speech does Dutch mostly use cases for?,Dutch_language
6854,In what century long before Dutch did most West Germanic dialects probably lose case inflection?,Dutch_language
6855,"What case no longer used in Dutch is still present in German phrases like ""Der Herr des Hauses""?",Dutch_language
6856,"Which word in the phrase ""het jaar des Heren"" is a weak noun with a genitive ending added?",Dutch_language
6857,What type of clause has the same word order in Dutch as a tag question?,Dutch_language
6858,"What is the literal translation of the Dutch phrase, ""Kun jij je pen niet vinden?""",Dutch_language
6859,"What word do Dutch speakers use for what we call a ""shotgun marriage""?",Dutch_language
6860,"When the diminutive ending ""-tjes"" is added to the adverb ""even,"" as what part of speech does it function?",Dutch_language
6861,"What's the Dutch word for ""green""?",Dutch_language
6862,"With the diminutive ending ""-tje"" added to the Dutch word for ""green,"" what does the new formation translate to in English?",Dutch_language
6863,"Which diminutive of ""bloem"" means a ""bouquet""?",Dutch_language
6864,"What's the Dutch word for ""seahorse"" that has no non-diminutive form?",Dutch_language
6865,"What Dutch word did their word for ""girl"" come from that has a totally different meaning?",Dutch_language
6866,What's the Dutch word for the items like shirts and pants that you wear that only exists in a plural form?,Dutch_language
6867,"Sometimes uncountable nouns in Dutch get a diminutive ending to make them refer to what, like an ice cream cone?",Dutch_language
6868,What language besides Dutch uses the dative case instead of the accusative for pronouns?,Dutch_language
6869,"In the lone exception to the dative case, which pronoun is prescribed for the third person plural direct object?",Dutch_language
6870,When did the grammarians first draw the line between third person plural pronouns for Dutch?,Dutch_language
6871,"Since most Dutch speakers don't bother with the hen/hun rule, which of the two most often gets used?",Dutch_language
6872,"When speakers get confused about whether to use hen or hun, what interchangeable unstressed form would they probably use?",Dutch_language
6873,"How would a Dutch speaker say ""doghouse""?",Dutch_language
6874,Is Dutch like or unlike English in its treatment of compound nouns?,Dutch_language
6875,"""Tree house,"" which is two words in English, would be what single word in Dutch?",Dutch_language
6876,What language is like Dutch in allowing compounds to be any length?,Dutch_language
6877,"In English, what usually separates newer compound nouns written in open form?",Dutch_language
6878,What language has exerted the most influence on Dutch vocabulary since the 12th century?,Dutch_language
6879,"In the loanword sharing between Dutch and English, which language got the higher percentage of loanwords?",Dutch_language
6880,What's the name for the additional character Dutch uses?,Dutch_language
6881,What is an example of a Dutch word that has double vowels or consonants five times in a row?,Dutch_language
6882,"What's the name for the type of accent that Dutch used to mark the difference between the word for ""a"" or ""an"" and the word for ""one""?",Dutch_language
6883,Which part of the incandescent light bulb is heated?,Incandescent_light_bulb
6884,What part of a halogen light bulb supplies electric current?,Incandescent_light_bulb
6885,What provides the electricity to most light bulbs?,Incandescent_light_bulb
6886,Which type of light bulb uses inert gas?,Incandescent_light_bulb
6887,What does not have electric current running through a wire filament?,Incandescent_light_bulb
6888,What does not provide electricity to most light bulbs?,Incandescent_light_bulb
6889,Are incandescent bulbs more or less efficient than most electric lighting?,Incandescent_light_bulb
6890,How long does a typical incandescent light bulb last?,Incandescent_light_bulb
6891,What happens to the energy that an incandescent bulb does not convert into light?,Incandescent_light_bulb
6892,What are more efficient than most other types of electric lighting?,Incandescent_light_bulb
6893,What percentage of energy is not actually converted to visible light in a standard light bulb?,Incandescent_light_bulb
6894,What type of bulb typically has a long life span?,Incandescent_light_bulb
6895,What does not happen to the energy that an incandescent bulb does not covert into light?,Incandescent_light_bulb
6896,What law did Australia make about incandescent light bulbs?,Incandescent_light_bulb
6897,How is the United States treating incandescent light bulbs?,Incandescent_light_bulb
6898,What does the acronym CCFL refer to?,Incandescent_light_bulb
6899,What type of bulb has not been replaced in many application by other types of electric light?,Incandescent_light_bulb
6900,How is India treating incandescent light bulbs?,Incandescent_light_bulb
6901,What does the acronym CCFL not refer to?,Incandescent_light_bulb
6902,What does the acronym LED not refer to?,Incandescent_light_bulb
6903,Who patented an incandescent light bulb in Russia in 1874?,Incandescent_light_bulb
6904,What did Lodygin use as a burner in his lamp?,Incandescent_light_bulb
6905,What did Lodygin change his name to after moving to the USA?,Incandescent_light_bulb
6906,When did Lodygin invent his first lamp?,Incandescent_light_bulb
6907,Who did not demonstrate at the world fair in 1900 in Paris?,Incandescent_light_bulb
6908,When did Anxander Lodygin change his name?,Incandescent_light_bulb
6909,Who invented his first lamp in the 1700's?,Incandescent_light_bulb
6910,What did Lodygin not use as a burner in his lamp?,Incandescent_light_bulb
6911,Why was Swan's first lamp not commercially viable?,Incandescent_light_bulb
6912,What was the first public building to install electric lighting?,Incandescent_light_bulb
6913,Who did not help Swan in 1878?,Incandescent_light_bulb
6914,What method did Swan not develop in 1878?,Incandescent_light_bulb
6915,What was shown to an audience of 800 who attended a meeting of the Literary and Philosophical Society of Newcastle?,Incandescent_light_bulb
6916,Why was Swan's first lamp commercially viable?,Incandescent_light_bulb
6917,With what material did Edison make his first filament?,Incandescent_light_bulb
6918,How long did Edison's light burn during his first successful test in 1879?,Incandescent_light_bulb
6919,What type of wood did Edison use in his improved filament?,Incandescent_light_bulb
6920,What was the name of the first ship to use Edison's lamp?,Incandescent_light_bulb
6921,Who began research into developing a practical incandescent lamp? ,Incandescent_light_bulb
6922,Who filed his first patent application in 1890?,Incandescent_light_bulb
6923,What did Edison turn refuse to use after his experiment with platinum and other metals?,Incandescent_light_bulb
6924,What type of material was not used in the US patent for an electric lamp in November 1879?,Incandescent_light_bulb
6925,What type of material did Edison use that could not last more than 1200 hours?,Incandescent_light_bulb
6926,Who was the chief engineer at the United States Electric Lighting Company?,Incandescent_light_bulb
6927,When did Electro-Dynamic Light Company install its first lights?,Incandescent_light_bulb
6928,"Which company was organized first, Electro-Dynamic Light Company or United States Electric Lighting Company?",Incandescent_light_bulb
6929,Who began the Electro-Dynamic Light Company in 1890?,Incandescent_light_bulb
6930,Whose other patents did Albon Man not exploit?,Incandescent_light_bulb
6931,Where was the first installation of incandescent lamps in 1890?,Incandescent_light_bulb
6932,Who was the chief architect at the United States Electric Lighting Company?,Incandescent_light_bulb
6933,Who developed a heat-treating method that allowed carbon filaments to be molded into shapes?,Incandescent_light_bulb
6934,"When did Latimer patent his ""Process of Manufacturing Carbons""?",Incandescent_light_bulb
6935,Which company purchased Latimer's patent?,Incandescent_light_bulb
6936,Who employed Latimer when he developed his first patent?,Incandescent_light_bulb
6937,Who developed an improved method of carbon filaments in 1882?,Incandescent_light_bulb
6938,What was not an improved method for production of a light bulb?,Incandescent_light_bulb
6939,When did Just and Hanaman receive their patent for the tungsten filament lamp?,Incandescent_light_bulb
6940,Which company first marketed the tungsten filament lamp?,Incandescent_light_bulb
6941,What type of gas fills a tungsten filament bulb?,Incandescent_light_bulb
6942,What is a common alternate name for the tungsten filament bulb in Europe?,Incandescent_light_bulb
6943,Who was not granted a patent fr the tungsten filament lamp?,Incandescent_light_bulb
6944,Who was granted patent No. 34540?,Incandescent_light_bulb
6945,Who receive their patent in 1905?,Incandescent_light_bulb
6946,What type of gas does not fill a tungsten filament bulb?,Incandescent_light_bulb
6947,What is not a common alternate name for the tungsten filament bulb in Europe.,Incandescent_light_bulb
6948,What is the maximum LER possible?,Incandescent_light_bulb
6949,In how many ways can one define luminous efficacy of a light source?,Incandescent_light_bulb
6950,What does the acronym LES refer to?,Incandescent_light_bulb
6951,What does the acronym LER not stand for?,Incandescent_light_bulb
6952,What does the acronym LES not stand for?,Incandescent_light_bulb
6953,What is the minimum LER possible?,Incandescent_light_bulb
6954,At what temperature does a thermal radiator most efficiently produce light?,Incandescent_light_bulb
6955,What is the upper limit for LER of an incandescent lamp?,Incandescent_light_bulb
6956,What type of radiation makes up the majority of tungsten filament emissions?,Incandescent_light_bulb
6957,What is the flaw in the color of light produced by an incandescent bulb?,Incandescent_light_bulb
6958,What is the theoretical LER value of tungsten at its melting point?,Incandescent_light_bulb
6959,What appears white to the human eye when it is emitted?,Incandescent_light_bulb
6960,What known material can be used as a filament at 95 lumens per watt?,Incandescent_light_bulb
6961,What is the purpose of white-balancing?,Incandescent_light_bulb
6962,"Of incandescent lights, fluorescent lights and LEDs, which has the best color-rendering performance?",Incandescent_light_bulb
6963,What is the color rendering index of an incandescent light?,Incandescent_light_bulb
6964,Why do incandescent lights have superior color rendering?,Incandescent_light_bulb
6965,What does not have an advantage in applications where color reproduction is important?,Incandescent_light_bulb
6966,What is not the purpose of white-balancing?,Incandescent_light_bulb
6967,What can be matched by LEDs or flourescent lights?,Incandescent_light_bulb
6968,What does not require additional adjustments to reduce green-magenta color casts?,Incandescent_light_bulb
6969,Do fluorescent lights have a higher or lower luminous efficiency than incandescents?,Incandescent_light_bulb
6970,How can luminescent light sources be modified to resemble the appearance of incandescents?,Incandescent_light_bulb
6971,Why are luminescent light sources not ideal for photography?,Incandescent_light_bulb
6972,Which devices do not produce light by luminescence?,Incandescent_light_bulb
6973,Why are luminescent light sources ideal for photography?,Incandescent_light_bulb
6974,Do incandescent lights have a longer or shorter life than other lighting sources?,Incandescent_light_bulb
6975,What are some factors to consider in calculating operating costs of lighting?,Incandescent_light_bulb
6976,"What is more cost-effective, heat from incandescent bulbs or heat from a building's heating system?",Incandescent_light_bulb
6977,Whose initial cost is large compared to the cost of the energy it uses over its lifetime?,Incandescent_light_bulb
6978,Whose light emits more light as they age?,Incandescent_light_bulb
6979,What type of light has a longer life span than other sources?,Incandescent_light_bulb
6980,What type of lighting system is less efficient over the course of a year?,Incandescent_light_bulb
6981,Do incandescent light bulbs use more or less energy as compared to CFLs and LED lamps?,Incandescent_light_bulb
6982,How much does the incandescent light ban in Europe contribute to the economy each year?,Incandescent_light_bulb
6983,How much energy does the incandescent light ban in Europe save each year?,Incandescent_light_bulb
6984,How much CO2 emissions does the incandescent light ban in Europe save each year?,Incandescent_light_bulb
6985,How are laws written that bring about a ban of incandescent light bulbs?,Incandescent_light_bulb
6986,What type of light bulbs use less energy than alternatives?,Incandescent_light_bulb
6987,How are laws written that bring about the continued use of incandescent light bulbs?,Incandescent_light_bulb
6988,Is the environmental performance of CFLs better or worse than that of incandescents?,Incandescent_light_bulb
6989,Which type of light bulbs is considered most cost effective and robust?,Incandescent_light_bulb
6990,What are some objections to banning incandescent bulbs?,Incandescent_light_bulb
6991,"Do CFLs consume more, less, or the same amount of energy as incandescent bulbs?",Incandescent_light_bulb
6992,What type of light consumes much more energy and therefore strongly reduce the environmental impact of power production?,Incandescent_light_bulb
6993,What does CFLS's have that cause people health concerns?,Incandescent_light_bulb
6994,What is regarded as the worst solution in terms of cost effectiveness and robustness?,Incandescent_light_bulb
6995,Which company introduced hybrid incandescent bulbs?,Incandescent_light_bulb
6996,How much more efficient are Halogena Energy Saver bulbs compared to incandescents?,Incandescent_light_bulb
6997,What company first marketed light bulbs using the reflective capsule technique to increase energy efficiency?,Incandescent_light_bulb
6998,What is the theoretical maximum efficiency of reflective capsule bulbs?,Incandescent_light_bulb
6999,What is the maximum efficiency of reflective capsule bulbs as tested in labs?,Incandescent_light_bulb
7000,Which company did not introduce hybrid incandescent bulbs? ,Incandescent_light_bulb
7001,What is 40% less efficient than traditional incandescent?,Incandescent_light_bulb
7002,Which concept was not pioneered by Duro-Test in 1980?,Incandescent_light_bulb
7003,What is the name of the air-tight glass enclosure in an incandescent bulb?,Incandescent_light_bulb
7004,What is the filament made of?,Incandescent_light_bulb
7005,How many conductors are present in the bulb's base?,Incandescent_light_bulb
7006,What prevents air or gas leaks from a light bulb?,Incandescent_light_bulb
7007,What function do small wires in a light bulb's stem perform?,Incandescent_light_bulb
7008,What allows air or gas leaks in the bulb's base?,Incandescent_light_bulb
7009,What does not support the filament and its lead wires?,Incandescent_light_bulb
7010,What has four conductors that provide electrical connections to the filament?,Incandescent_light_bulb
7011,How is kaolin placed inside a light bulb?,Incandescent_light_bulb
7012,How are Christmas colored light bulbs created?,Incandescent_light_bulb
7013,How does kaolin create a more gentle light?,Incandescent_light_bulb
7014,What type of glass does a light bulb not have?,Incandescent_light_bulb
7015,"What is a black, chalky clay on the inside of a glass bulb?",Incandescent_light_bulb
7016,What does not produce a gentle ans evenly distributed light?,Incandescent_light_bulb
7017,Which types of lamps use screw terminals for connection to wires?,Incandescent_light_bulb
7018,What type of base do large lamps not have?,Incandescent_light_bulb
7019,What base is not used for mechanical support?,Incandescent_light_bulb
7020,What type of base does a miniature lamp may not have?,Incandescent_light_bulb
7021,What does not allow the electric current to pass through the base to the filament?,Incandescent_light_bulb
7022,Whose power ratings range from about .0001 to .01?,Incandescent_light_bulb
7023,What is a potential problem with the use of gas in a light bulb?,Incandescent_light_bulb
7024,What are the ideal chemical properties for the gas in a light bulb?,Incandescent_light_bulb
7025,Whose role is to allow evaporation of the filament?,Incandescent_light_bulb
7026,What type of properties are not ideal for gas in a light bulb?,Incandescent_light_bulb
7027,What does not knock the liberated tungsten atoms back to the filament?,Incandescent_light_bulb
7028,What type of machine manufactures glass light bulbs.,Incandescent_light_bulb
7029,How is the filament attached to the bulb?,Incandescent_light_bulb
7030,What blows the glass bulbs into their characteristic shape?,Incandescent_light_bulb
7031,What type of machine is not used in manufacturing light bulbs?,Incandescent_light_bulb
7032,What is not passed along a conveyor belt when making bulbs?,Incandescent_light_bulb
7033,What is cooled in a furnace and blown by aligned air nozzles though holes in the conveyor belt?,Incandescent_light_bulb
7034,What material were the first light bulb filaments made from?,Incandescent_light_bulb
7035,What was the primary problem with early carbon filaments?,Incandescent_light_bulb
7036,What properties of graphite improved the filament?,Incandescent_light_bulb
7037,What are the effects of giving the filament a positive temperature coefficient?,Incandescent_light_bulb
7038,What were the first failed light bulb filaments made from?,Incandescent_light_bulb
7039,What had a positive temperature coefficient of resistence?,Incandescent_light_bulb
7040,What was not a problem for early carbon filaments?,Incandescent_light_bulb
7041,What company invented the tantalum light filament?,Incandescent_light_bulb
7042,What were the major advantages of the tantalum light filament?,Incandescent_light_bulb
7043,Who purchased the rights to the tantalum light filament from Siemens?,Incandescent_light_bulb
7044,When did GE cease production of the tantalum light filament?,Incandescent_light_bulb
7045,Who developed the tantalum light filament in 1905?,Incandescent_light_bulb
7046,What lamps were less efficient than even graphitized carbon filaments?,Incandescent_light_bulb
7047,Who bought the rights to use tantalum filaments and produce then in Canada in 1913?,Incandescent_light_bulb
7048,What were the minor advantages of the tantalum light filament from Siemens?,Incandescent_light_bulb
7049,When was the tungsten filament introduced?,Incandescent_light_bulb
7050,What was the problem with manufacturing the tungsten filament?,Incandescent_light_bulb
7051,When was the ductile form of tungsten invented?,Incandescent_light_bulb
7052,What was introduced in 1900?,Incandescent_light_bulb
7053,What made filaments quite strong?,Incandescent_light_bulb
7054,Who did not develop the ductile form of tungsten?,Incandescent_light_bulb
7055,Where was William D. Coolidge employed in 1902?,Incandescent_light_bulb
7056,What is the advantage of a coiled-coil filament over a straight filament?,Incandescent_light_bulb
7057,What positive effects does a slower-evaporating filament enable?,Incandescent_light_bulb
7058,What is the typical diameter of the filament on a 60-watt bulb?,Incandescent_light_bulb
7059,How long is a typical uncoiled tungsten filament for a 40-watt bulb?,Incandescent_light_bulb
7060,What are the disadvantage of the coiled coil vs a straight filament?,Incandescent_light_bulb
7061,What negative effects does a slower evaporating filament cause?,Incandescent_light_bulb
7062,"What is the negative effect of ""hot spots"" forming on the filament?",Incandescent_light_bulb
7063,Who discovered that inert gas could slow evaporation?,Incandescent_light_bulb
7064,Which gases are typically used in a light bulb?,Incandescent_light_bulb
7065,What is an advantage of the standard electric light bulb?,Incandescent_light_bulb
7066,What do large variations in resistivity along the filament cause?,Incandescent_light_bulb
7067,Which gases are not typically used in a light bulb?,Incandescent_light_bulb
7068,How does the molecular weight of a gas relate to thermal conductivity?,Incandescent_light_bulb
7069,Why is xenon gas not more widely used?,Incandescent_light_bulb
7070,What conducts heat and heats the filament?,Incandescent_light_bulb
7071,Why is xenon gas widely used?,Incandescent_light_bulb
7072,What is a disadvantage of using inert gas in a light bulb?,Incandescent_light_bulb
7073,What is the typical goal for the life of a tungsten filament bulb?,Incandescent_light_bulb
7074,Which types of lamps may have particularly short lives?,Incandescent_light_bulb
7075,What does not determine how fast a tungsten filament evaporates?,Incandescent_light_bulb
7076,What is not a trade-off between efficiency and longevity?,Incandescent_light_bulb
7077,What type of bulb typically has a life of 3000 hours?,Incandescent_light_bulb
7078,What type of lamp has a useful life of a few days?,Incandescent_light_bulb
7079,What darkens a conventional bulb over its lifetime?,Incandescent_light_bulb
7080,What is the IEC guideline for an unacceptable level of light loss?,Incandescent_light_bulb
7081,What are the primary causes of light loss?,Incandescent_light_bulb
7082,What lightens a conventional bulb?,Incandescent_light_bulb
7083,What happens when bulbs do not contain a vacuum?,Incandescent_light_bulb
7084,What is the IEC guidelines for acceptable level of light loss?,Incandescent_light_bulb
7085,What does not cause light loss or bulb blackening?,Incandescent_light_bulb
7086,Why does water increase lamp darkening?,Incandescent_light_bulb
7087,What is an example of a substance that is added to light bulbs to reduce this effect?,Incandescent_light_bulb
7088,How much water is necessary to result in this darkening affect?,Incandescent_light_bulb
7089,What can insignificantly affect lamp darkening?,Incandescent_light_bulb
7090,What is broken into hydrogen and oxygen at the cool filament?,Incandescent_light_bulb
7091,Why does water decrease lamp darkening?,Incandescent_light_bulb
7092,How much water will significantly decrease darkening?,Incandescent_light_bulb
7093,How does the halogen bulb decrease darkening over time?,Incandescent_light_bulb
7094,Does a halogen bulb operate at a higher or lower temperature than an incandescent?,Incandescent_light_bulb
7095,How does the size of a halogen bulb compare to an incandescent?,Incandescent_light_bulb
7096,What is the most common situation when a halogen bulb is used?,Incandescent_light_bulb
7097,How does the halogen bulb increase darkening over time?,Incandescent_light_bulb
7098,What type of light can operate at a lower temperature than a standard gas filled lamp?,Incandescent_light_bulb
7099,What type of bulbs are much larger than normal incandescent bulbs?,Incandescent_light_bulb
7100,Where are halogen bulbs not widely used?,Incandescent_light_bulb
7101,What did an alternate version of the incandescent lamp substitute for a wire filament?,Incandescent_light_bulb
7102,When was this style of lamp developed?,Incandescent_light_bulb
7103,What type of lamp used a hot wire filament?,Incandescent_light_bulb
7104,What was not a common use for this type of bulb?,Incandescent_light_bulb
7105,What type of lamp typically ran on relatively high voltages?,Incandescent_light_bulb
7106,What type of lamp provided a low concentrated light that was harder to operate?,Incandescent_light_bulb
7107,What principally determines the wattage of an incandescent bulb?,Incandescent_light_bulb
7108,What determines the resistance of the filament?,Incandescent_light_bulb
7109,What type of lamp has a power factor of 2?,Incandescent_light_bulb
7110,What does the power factor of 2 mean?,Incandescent_light_bulb
7111,How are incandescent light typically not marketed?,Incandescent_light_bulb
7112,What does not principally determine the wattage of an incandescent bulb?,Incandescent_light_bulb
7113,How does wattage not affect light emitted?,Incandescent_light_bulb
7114,What determines the resistance of a filament?,Incandescent_light_bulb
7115,How does the cold resistance of tungsten filament lamps compare to the hot resistance?,Incandescent_light_bulb
7116,What is the resistance of a typical lit 100-watt incandescent bulb?,Incandescent_light_bulb
7117,What does not determine the actual resistance of a filament?,Incandescent_light_bulb
7118,"What does a ""T' rating symbol on an electrical contact not mean?",Incandescent_light_bulb
7119,How long does it take a typical 60-watt bulb to achieve 90% of its brightness?,Incandescent_light_bulb
7120,What is the resistance of a typical lit 60 watt bulb?,Incandescent_light_bulb
7121,What do the letters identify in a bulb shape designation?,Incandescent_light_bulb
7122,What do the numbers identify in a bulb shape designation?,Incandescent_light_bulb
7123,What does not come in a range of shapes and sizes?,Incandescent_light_bulb
7124,What is not different in some regions?,Incandescent_light_bulb
7125,How are incandescent light bulbs not designated?,Incandescent_light_bulb
7126,What does the number not represent on a bulb?,Incandescent_light_bulb
7127,In what year were standard base sizes introduced for incandescent lamps?,Incandescent_light_bulb
7128,What are some common technical standards for lamp bases?,Incandescent_light_bulb
7129,What is the typical base type for automotive lamps?,Incandescent_light_bulb
7130,What is the typical base type for halogen lamps?,Incandescent_light_bulb
7131,What cannot be directly soldered to a printed circuit board in many very small lamps?,Incandescent_light_bulb
7132,What do some reflector-type lamps not include for connection of wires?,Incandescent_light_bulb
7133,What was introduces in the late 18th century by manufacturers?,Incandescent_light_bulb
7134,Who was not the first to introduce standard sizes for incandescent lamps?,Incandescent_light_bulb
7135,What level of voltage reduction is required to double the life of an incandescent bulb?,Incandescent_light_bulb
7136,When did light bulb manufacturers establish a cartel to limit bulb life?,Incandescent_light_bulb
7137,When did authorities break up the light bulb cartel?,Incandescent_light_bulb
7138,What was the artificially low limit on bulb life placed by the cartel?,Incandescent_light_bulb
7139,What is an example of a good application for a long-life bulb?,Incandescent_light_bulb
7140,What level f voltage reduction is required to triple the life of an incandescent bulb?,Incandescent_light_bulb
7141,What is an unacceptable trade off foe a light bulb in a difficult to access location?,Incandescent_light_bulb
7142,"When did the ""Centennial Light"" begin burning?",Incandescent_light_bulb
7143,How much light does the bulb emit?,Incandescent_light_bulb
7144,Where did the Texas bulb begin its life?,Incandescent_light_bulb
7145,What was not accepted by the Guinness Book of World Records?,Incandescent_light_bulb
7146,What started burning in 1801?,Incandescent_light_bulb
7147,"What was burning almost continuously at a fire station in Claremont, California?",Incandescent_light_bulb
7148,What year did the long-lasting bulb in New York begin continuing illumination?,Incandescent_light_bulb
7149,What was moved to an area art gallery in 1977?,Incandescent_light_bulb
7150,At what temperature does a typical 50-hour-life projection bulb operate?,Incandescent_light_bulb
7151,What is the typical life of a P1 lamp?,Incandescent_light_bulb
7152,How does the color temperature differ for photographic lighting?,Incandescent_light_bulb
7153,What temperature does a typical 60-hour-life projection bulb operate?,Incandescent_light_bulb
7154,What metal is used with the lowest melting point?,Incandescent_light_bulb
7155,What is the atypical life of a P1 lamp? ,Incandescent_light_bulb
7156,"How many lumens per watt does a typical 100-watt, 120-volt lamp produce?",Incandescent_light_bulb
7157,How does filament size relate to voltage level?,Incandescent_light_bulb
7158,What is the effect of a thicker filament on bulb temperature?,Incandescent_light_bulb
7159,How many lumens per watt does a typical train light produce?,Incandescent_light_bulb
7160,What watt lamp can produce 17.3 lumens per watt?,Incandescent_light_bulb
7161,How does a filament size not relate to voltage level?,Incandescent_light_bulb
7162,What is not effect of a thicker filament on bulb temperature?,Incandescent_light_bulb
7163,How many lumens per watt does an atypical train light produce?,Incandescent_light_bulb
7164,What made power distribution economically viable in Edison's lamp?,Incandescent_light_bulb
7165,How did Edison achieve a higher vacuum than other inventors?,Incandescent_light_bulb
7166,Which historians wrote about the advantages of Edison's lamp over other early versions?,Incandescent_light_bulb
7167,How many inventors do historians list that did not invent the incandescent lamp?,Incandescent_light_bulb
7168,What made power distribution economically non-viable in Edison's lamp?,Incandescent_light_bulb
7169,What four factors made Edison's version economically viable?,Incandescent_light_bulb
7170,Which three historians wrote the conclusion that Edison's version was more viable than other early versions?,Incandescent_light_bulb
7171,How many barrels of oil equivalent does Shell produce per day?,Royal_Dutch_Shell
7172,Shell has how many service stations worldwide?,Royal_Dutch_Shell
7173,What is the name of Shell's subsidiary in the United States?,Royal_Dutch_Shell
7174,Shell has minor renewable energy activities in which two areas?,Royal_Dutch_Shell
7175,How many countries does Shell have renewable energy activities in?,Royal_Dutch_Shell
7176,Which aspect of the oil and gas industry is Shell not active in?,Royal_Dutch_Shell
7177,The Royal Dutch Shell Group was created through the merger of which two rival companies?,Royal_Dutch_Shell
7178,In what year was the Royal Dutch Shell Group created?,Royal_Dutch_Shell
7179,In what year was the Royal Dutch Petroleum Company founded?,Royal_Dutch_Shell
7180,Why was the Royal Dutch Petroleum Company created?,Royal_Dutch_Shell
7181,What was August Kessler born?,Royal_Dutch_Shell
7182,What was Hugo Loudon's brother?,Royal_Dutch_Shell
7183,When was the Samuel brothers' father's antique company created?,Royal_Dutch_Shell
7184,What was the name of Marcus Samuel's father's antique company?,Royal_Dutch_Shell
7185,What percent of ownership did the merger award the Dutch branch?,Royal_Dutch_Shell
7186,What british company was in charge at The Hague?,Royal_Dutch_Shell
7187,What city were both branches of the new firm located in?,Royal_Dutch_Shell
7188,What was the name of the Dutch company in charge of transportation and storage?,Royal_Dutch_Shell
7189,What was the name of the Shell Group's new parent company?,Royal_Dutch_Shell
7190,On what exchange was the Shell Group's new parent company primarily listed?,Royal_Dutch_Shell
7191,What was the cause of the period of turmoil prior to the announcement that the Shell Group would move to a single capital structure?,Royal_Dutch_Shell
7192,When was it discovered Shell had been overstating its oil reserves?,Royal_Dutch_Shell
7193,When was Shell listed on the LSE?,Royal_Dutch_Shell
7194,When was Royal Dutch Petroleum added to the NYSE?,Royal_Dutch_Shell
7195,"Contrary to the original ownership, shareholders were given what disadvantage of the Shell group?",Royal_Dutch_Shell
7196,What Netherlands city housed the registered office?,Royal_Dutch_Shell
7197,In what year did Shell and Cosan form a 50:50 joint venture?,Royal_Dutch_Shell
7198,What was the name of the 50:50 joint venture formed by Shell and Cosan?,Royal_Dutch_Shell
7199,Why did Shell sell some of its assets in March 2010?,Royal_Dutch_Shell
7200,How much did Shell plan to raise from the sale of its assets?,Royal_Dutch_Shell
7201,Royal Dutch Shell agreed to acquire all the business of what entity in June 2010?,Royal_Dutch_Shell
7202,When did Shell form a joint venture with Raizen?,Royal_Dutch_Shell
7203,How much was Shell's liquid petroleum gas business worth?,Royal_Dutch_Shell
7204,Which assets did the corporation begin to sell in 2013?,Royal_Dutch_Shell
7205,What was the value of the cancelled gas project that was to be contstructed in Louisiana?,Royal_Dutch_Shell
7206,What was the value of assets the corporation planned to sell leading up to 2015?,Royal_Dutch_Shell
7207,How much was the 2013 sale of US shale gas assets worth?,Royal_Dutch_Shell
7208,Where did Shell begin selling US shale gas assets?,Royal_Dutch_Shell
7209,What is the worth of the Australian assets Shell sold in US dollars?,Royal_Dutch_Shell
7210,Many pipelines owned by Shell in the Niger Delta are described as what?,Royal_Dutch_Shell
7211,Shell has accepted responsibility for keeping its pipelines in what condition?,Royal_Dutch_Shell
7212,"In contrast to its acceptance of responsibility for keeping the pipelines new, Shell has denied what?",Royal_Dutch_Shell
